Nome da Empresa;Origem;Sub-Origem;Mercado;Produto;Site;País;Estado;Cidade;Logradouro;Numero;Bairro;Complemento;CEP;Telefone;Telefone 2;Observação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato;LinkedIn Contato;Tipo do Serv. Comunicação;ID do Serv. Comunicação;CpfCnpj;Duplicado
Blue Sky Mineracao Ltda;;;; Extracao e beneciamento de marmore e granito  Extracao e beneficiamento de quartzito ;SITE;BRASIL;BAHIA;Itaguacu da Bahia;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(74) 3611-7759 / (74) 99803-9570 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Blue Sky Mineracao Ltda;;;; Granito  Marmore  Quartzito ;SITE;BRASIL;BAHIA;Juazeiro;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(74) 3611-7759 / (74) 99803-9570 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Bom Futuro Mineracao Comercio e Industria Ltda;;;; Extracao de areia ;SITE;BRASIL;BAHIA;Eunapolis;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(73) 3281-5111 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Borges & Dias Ltda;;;; Brita  Cascalho  Extracao de areia branca, lavada ;SITE;BRASIL;BAHIA;Teixeira de Freitas;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(73) 99901-1095 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Braserv Petroleo Ltda;;;; Servico relacionado a extracao de petroleo ;SITE;BRASIL;BAHIA;Alagoinhas;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(75) 3403-7700 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Brasil Mineracao Ltda;;;; Extracao de granito e quartzito ;SITE;BRASIL;BAHIA;Lauro de Freitas;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(71) 3024-3448 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Brasoil Manati Exploracao Petrolifera S/A;;;; Gas natural  Oleo condensado ;SITE;BRASIL;BAHIA;Salvador;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(71) 3354-4108 / (71) 98133-5244 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Brilam Materiais de Construcao Ltda;;;; Extracao de brita ;SITE;BRASIL;BAHIA;Santa Maria da Vitoria;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(77) 3484-2165 / (77) 99961-4444 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Brita Express Ltda;;;; Brita 0  Brita 1  Po de pedra ;SITE;BRASIL;BAHIA;Vitoria da Conquista;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(77) 3426-6269 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Britagem Universo Ltda;;;; Extracao de brita ;SITE;BRASIL;BAHIA;Riachao do Jacuipe;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(75) 3269-2055 / (75) 3269-2054 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
C. Fernando R. da Paz & Cia Ltda;;;; Granito  Marmore ;SITE;BRASIL;BAHIA;Adustina;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(35) 99982-4370 / (35) 99982-4162 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
C.C.A. Extratora de Minerios Ltda;;;; Extracao de feldspato  Extracao de quartzo ;SITE;BRASIL;BAHIA;Castro Alves;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(75) 98182-8418 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Calbahia-Calcario da Bahia Mineracao Ltda;;;; Calcario ;SITE;BRASIL;BAHIA;Santa Maria da Vitoria;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(77) 3483-5200 / (77) 3483-2623 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Calcario BR 101 Ltda;;;; Calcario dolomitico ;SITE;BRASIL;BAHIA;Mascote;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(73) 3285-5040 / (73) 3285-5048 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Calcario Rio Preto Ltda;;;; Brita  Extracao de brita  Extracao de minerais ;SITE;BRASIL;BAHIA;Palmeiras;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(75) 3332-2168 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Casa do Cimento Jacobina Ltda;;;; Extracao de areia ;SITE;BRASIL;BAHIA;Jacobina;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(74) 3621-5600 / (74) 3621-5700 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Cassio Souza Teixeira;;;; Extracao de argila ;SITE;BRASIL;BAHIA;Itagimirim;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(73) 3289-2882 / (73) 99989-9067 / (73) 98185-2547 ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
CBG Mineracao S/A;;;; Perfuracao e sondagem ;SITE;BRASIL;BAHIA;Eunapolis;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(31) 3451-2966 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Cefas Mineracao Eireli;;;; Extracao de granito ;SITE;BRASIL;BAHIA;Guajeru;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(28) 3524-1141 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Ceramica Celinni Ltda;;;; Extracao de argila  Artefatos em ceramica vermelha ;SITE;BRASIL;BAHIA;Buerarema;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(73) 98885-1434 / (73) 99982-8879 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Chame Pedreira Eireli - EPP;;;; Concreto  Extracao de areia  Extracao de brita ;SITE;BRASIL;BAHIA;Itabuna;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(73) 3215-2185 / (73) 2103-0250 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Chaves Sousa Extracao e Comercio de Saibro Ltda;;;; Extracao de argila ;SITE;BRASIL;BAHIA;Itagimirim;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(73) 98113-5670 / (73) 98874-6084 / (73) 99909-9636 ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Cia de Ferro Ligas da Bahia Ferbasa;;;; Lump  Minerio de cromo concentrado ;SITE;BRASIL;BAHIA;Campo Formoso;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(74) 3645-4900 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Cia de Ferro Ligas da Bahia-Ferbasa;;;; Areia de cromita  Minerio de cromo concentrado  Minerio de cromo lump ;SITE;BRASIL;BAHIA;Andorinha;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(74) 3529-5900 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Ciemil Comercio Industria e Exportacao de Minerios Ltda;;;; Diatomita (terra diatomacea) ;SITE;BRASIL;BAHIA;Vitoria da Conquista;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(77) 2101-1999 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Civil Industrial e Comercial Ltda;;;; Areia de brita  Bloco de rocha  Brita 19mm  Brita 25mm  Brita 38mm  Brita 63mm  Brita 9,5mm  Brita graduada  Matacao  Pedra marroada  Po-de-pedra ;SITE;BRASIL;BAHIA;Salvador;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(71) 3215-8080 / (71) 3215-8065 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Coelho e Froza Mineracao Eireli;;;; Areia ;SITE;BRASIL;BAHIA;Caetite;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(77) 99148-6356 / (77) 99994-9102 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Coimbra Comercio e Industria Ltda;;;; Areia  Argila ;SITE;BRASIL;BAHIA;Pojuca;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(71) 99919-5371 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Combrasil Mineracao Industria e Comercio Ltda;;;; Brita  Cascalho ;SITE;BRASIL;BAHIA;Paulo Afonso;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(75) 99294-0026 / (71) 99357-0058 / (75) 99294-0025 ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Comercial Melo Material para Construcao e Transporte Ltda;;;; Areia  Brita ;SITE;BRASIL;BAHIA;Itambe;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(77) 3424-4040 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Comercio de Granitos Atlanta Eireli;;;; Granito, porfiro, basalto, arenito e outras pedras de cantaria ou de construcao ;SITE;BRASIL;BAHIA;Teixeira de Freitas;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(73) 3665-1052 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Companhia Brasileira de Bentonita Ltda;;;; Bentonita ;SITE;BRASIL;BAHIA;Vitoria da Conquista;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(77) 3402-4094 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Conterp Consultoria e Servicos de Engenharia de Petroleo;;;; Intervencao em pocos de petroleo  Manutencao industrial  Perfuracao de pocos de oleo e gas  Servicos na area de geologia e engenharia de reservatorios de oleo e gas ;SITE;BRASIL;BAHIA;Catu;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(71) 3451-3322 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Cooglap-Coop Mista de Garimpeiros, Lapidarios e Agropecuaristas do Mun de Licinio de Almeida;;;; Extracao de cristal, ametista e citrino ;SITE;BRASIL;BAHIA;Licinio de Almeida;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(77) 99195-1899 / (77) 99196-7381 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Coop Mista Extrativista Mineral de Mineradores e Garimpeiros de Feldspato e Outras Subst Minas Bahia;;;; Quartzo  Cristal rutilado ;SITE;BRASIL;BAHIA;Novo Horizonte;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(77) 3248-1226 / (74) 99124-8102 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Cooperativa Comunitaria dos Garimpeiros Autonomos da Bahia;;;; Pedra preciosa - Esmeralda (molibdenio) ;SITE;BRASIL;BAHIA;Pindobacu;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(74) 99116-5786 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Cooperativa dos Extratores e Garimpeiros de Quartzo e Feldespato da Bahia;;;; Quartzo ;SITE;BRASIL;BAHIA;Castro Alves;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(75) 3522-1146 / (75) 98116-8964 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Cooperativa dos Garimpeiros de Novo Horizonte;;;; Extracao de barita  Extracao de quartzo bruto e rutilado ;SITE;BRASIL;BAHIA;Novo Horizonte;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(77) 3648-1213 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Cooperativa dos Mineradores de Pequena Escala de Ourolandia e Regiao - Coompor Marmores;;;; Extracao de marmore ;SITE;BRASIL;BAHIA;Ourolandia;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(74) 98115-0756 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Coopermineral - Coop de Trabalho dos Mineradores do Estado da Bahia;;;; Extracao e beneficiamento de granito, quartzo, pedra preciosa e semi preciosa ;SITE;BRASIL;BAHIA;Barra do Choca;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(77) 99210-3394 / (77) 3421-6558 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Cooperquartzo-Coop dos Trab, Prod e Com em Ativ de Prods Garimp do Mun Jaguarari;;;; Extracao de quartzito ;SITE;BRASIL;BAHIA;Jaguarari;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(74) 3619-2549 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Corcovado Granitos Ltda;;;; Granito branco (Itaunas) ;SITE;BRASIL;BAHIA;Medeiros Neto;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(73) 3296-1510 / (73) 3296-3105 / (27) 2124-1439 ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Corcovado Granitos Ltda;;;; Granito ;SITE;BRASIL;BAHIA;Macajuba;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(75) 3252-1411 / (75) 3252-1410 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Corcovado Granitos Ltda;;;; Bloco de granito ;SITE;BRASIL;BAHIA;Pintadas;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(75) 3252-1410 / (27) 2124-4700 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Corcovado Granitos Ltda;;;; Bloco de granito ;SITE;BRASIL;BAHIA;Vereda;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(73) 3296-3100 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Corcovado Granitos Ltda;;;; Extracao de granito ;SITE;BRASIL;BAHIA;Miguel Calmon;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(75) 3252-1410 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Corcovado Granitos Ltda;;;; Granito  Marmore ;SITE;BRASIL;BAHIA;Ipupiara;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(75) 3252-1410 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Coriolano dos Santos Filho - ME;;;; Extracao de minerio ;SITE;BRASIL;BAHIA;Itambe;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(77) 98104-2805 / (77) 99911-2491 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Crispiniano Leite da Silva da Purificacao - ME;;;; Cascalho  Extracao de areia  Terraplanagem  Solo ;SITE;BRASIL;BAHIA;Feira de Santana;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(75) 98102-2036 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Cristo Rei Mineracao Ltda;;;; Areia propante (fraturamento hidraulico)  Gravel Packing (filtrante de alto rendimento)  Caolinita  Argila organofilica ;SITE;BRASIL;BAHIA;Jeremoabo;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(51) 3022-7882 / (51) 98191-7721 /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Deil Mineracao Ltda;;;; Calcario dolomitico ;SITE;BRASIL;BAHIA;Itapetinga;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(73) 3265-1916 / (71) 3311-0944 / (73) 3311-0900 ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
Distribuidora de Areia Mucuri Assessoria e Servicos Ltda;;;; Areia  Argila ;SITE;BRASIL;BAHIA;Mucuri;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(73) 3605-2570 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
DJ Granitos Eireli - ME;;;; Extracao de granito e quartzito ;SITE;BRASIL;BAHIA;Campo Formoso;LOGRADOURO;NUMERO;BAIRRO;COMPLEMENTO;CEP;(27) 99983-6054 /  /  ;OBservação;Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato
