Nome da Empresa;Origem;Sub-Origem;Mercado;Produto;Site;País;Estado;Cidade;Logradouro;Numero;Bairro;Complemento;CEP;Telefone;Telefone 2;Observação;            Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato;LinkedIn Contato;Tipo do Serv. Comunicação;ID do Serv. Comunicação;CpfCnpj;Duplicado
A Bery Retifica de Motores Ltda;;;ELETRICIDADE E GÁS; Retifica em geral;;BRASIL;BAHIA;Salvador;Rua California, 49-A;S/N;Paripe;;40810-030;(71) 3307-1240 ; (71) 98816-0980 ;; ;retificaparipe2010@hotmail.com; ; ;;;;; 14785020000120 ;
A Bezerra da Silva - ME;;;ELETRICIDADE E GÁS;Lista de Insumos:;;BRASIL;BAHIA;Feira de Santana;Av Artemia Pires Freitas, 100;S/N;SIM;;44085-370;(75) 3224-5835 ; (75) 3030-1023 ;; ;evolucao.granito@gmail.com; ; ;;;;; 18662195000109 ;
A Brasileira Industria Grafica, Serv e Representacao Ltda;;;ELETRICIDADE E GÁS; Brinde  Carimbo;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 04958915000165 ;
A Brito dos Santos Filho - ME;;;ELETRICIDADE E GÁS; Leite de coco;;BRASIL;BAHIA;Itabuna;Rua Itabuna, 520-B;S/N;Ferradas;;45613-204;(73) 3211-5384 ;  ;; ;chocolatejeanne@yahoo.com.br; ; ;;;;; 11962364000179 ;
A C Amazonas Eireli - EPP;;;ELETRICIDADE E GÁS; Sabao liquido;www.natuclean.com.br;BRASIL;BAHIA;Feira de Santana;Rod BR-324 Km 102, S/N;S/N;CIS;;44096-486;(75) 3221-9033 ;  ;; ;adm.natuclean@gmail.com; ; ;;;;; 07981403000108 ;
A C de Lima Premoldados - ME;;;ELETRICIDADE E GÁS; Manilha;;BRASIL;BAHIA;Juazeiro;Rua Jose Severo Lins, 271;S/N;Pedra do Lord;;48901-440;(74) 3611-8937 ; (74) 98812-8738 ;; ;acdelimapremoldados@gmail.com; ; ;;;;; 22584227000164 ;
A C Dias de Oliveira Granitos - ME;;;ELETRICIDADE E GÁS; Pia;;BRASIL;BAHIA;Teixeira de Freitas;Rua Aluizio de Azevedo, 321;S/N;Jardim Liberdade;;45994-342;(73) 3013-7075 ; (73) 99914-0026 ;; ;ouroverdegranitos@gmail.com; ; (73) 99901-6855;;;;; 19364849000172 ;
A C L Silva Santana - ME;;;ELETRICIDADE E GÁS; Camiseta personalizada;;BRASIL;BAHIA;Jequie;Rua Bertino Passos, 74;S/N;Centro;;45202-340;(73) 3525-7208 ;  ;; ;anavieira7@hotmail.com; ; ;;;;; 02859152000170 ;
A C S Guimares Eireli - EPP;;;ELETRICIDADE E GÁS; Moda intima;;BRASIL;BAHIA;Vitoria da Conquista;Rua Oscar Freire, 41;S/N;Centro;;45000-880;(77) 2101-6105 ; (77) 98831-1009 ;; ;mariadapaz.lsa@gmail.com; ; ;;;;; 23661396000113 ;
A Carvalho da Silva Marcenaria - ME;;;ELETRICIDADE E GÁS; Movel empresarial, industrial e residencial;;BRASIL;BAHIA;Itaberaba;Rua Lauro Farane de Freitas, 405;S/N;Paroquial;;46880-000;(75) 99253-3997 ;  ;; ;ad.carvalho@yahoo.com.br; ; ;;;;; 10661506000103 ;
A Catavento Comunicacao Visual Ltda;;;ELETRICIDADE E GÁS; Toten;;BRASIL;BAHIA;Salvador;Rua Arnaldo Lopes da Silva, 66;S/N;Stiep;;41770-035;(71) 3347-7171 ;  ;; ;catavento@cataventoba.com.br; ; ;;;;; 05923766000161 ;
A Fabrica de Lajes - Ferragens Prontas e Materiais de Construcao Ltda;;;ELETRICIDADE E GÁS; Laje com bloco de isopor;;BRASIL;BAHIA;Salvador;Rua Dep Herculano Menezes, 8170-A;S/N;Cajazeiras VIII;;41338-800;(71) 3291-9456 ;  ;; ;afabricadelajes@hotmail.com; ; ;;;;; 07759377000178 ;
A Goncalves dos Santos;;;ELETRICIDADE E GÁS; Bloco;;BRASIL;BAHIA;Santa Terezinha;Rua da Baixa, 1277;S/N;Serra Grande;;44590-000;(75) 99889-7380 ; (75) 99850-7457 ;; ;ag.premoldados1@gmail.com; ; ;;;;; 11197436000139 ;
A Grafica da Feira Ltda;;;ELETRICIDADE E GÁS; Caixa  Cartaz;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 14418917000115 ;
A H Manutencao e Servicos Eireli ;;;ELETRICIDADE E GÁS; Reforma civil;www.engeservice.webnode.com;BRASIL;BAHIA;Ilheus;Caminho 5, 19;S/N;Hernani Sa;;45656-542;(73) 3632-8124 ;  ;; ;engeserviceilheus@gmail.com; ; ;;;;; 29332199000137 ;
A J da Silva - ME;;;ELETRICIDADE E GÁS; Grade;;BRASIL;BAHIA;Ibirapitanga;Rua Sao Luiz de Cima, S/N;S/N;Camamuzinho;;45500-000;(73) 98807-2574 ; (73) 98124-6103 ;; ;consergecontabilidade@hotmail.com; ; ;;;;; 17550478000198 ;
A J Ideal Manutencao Ltda;;;ELETRICIDADE E GÁS; Manutencao em equipamento hidraulico, pneumatico, mecanico e eletrico;;BRASIL;BAHIA;Camacari;Av Jorge Amado, 34;S/N;Ponto Certo;;42801-170;(71) 3627-3654 ; (71) 98331-6317 ;; ;comercial@manutencaoideal.com.br; ; ;;;;; 22262746000106 ;
A J Marmoraria Eireli;;;ELETRICIDADE E GÁS; Pia;;BRASIL;BAHIA;Mucuri;Av Brasil, 348;S/N;Cidade Nova;;45930-000;(73) 3605-3152  ; (73) 99992-4061 ;; ;contatos@pedrabonitamarmoraria.com.br; ; ;;;;; 04102891000148 ;
A J Silva Fabricacao de Cosmeticos Ltda;;;ELETRICIDADE E GÁS; Reparador de pontas;;BRASIL;BAHIA;Itabuna;Rod Ilheus/Itabuna BR 415 Km 24, S/N;S/N;Parque Verde;;45604-795;(73) 3212-4930 ;  ;; ;ajsilvacosmeticos@hotmail.com; ; ;;;;; 10547772000100 ;
A L Delicatessen Ltda;;;ELETRICIDADE E GÁS; Caldo  Doce;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 14774479000128 ;
A L Lima Madeiras;;;ELETRICIDADE E GÁS; Barrote;;BRASIL;BAHIA;Alagoinhas;Rodovia BR-101, S/N;S/N;Zona Rural;;48010-970;(75) 99986-6504 ;  ;; ;compradireta@live.com; ; ;;;;; 28676657000192 ;
A Limpcano Desentupimento e Succao de Fossas Ltda;;;ELETRICIDADE E GÁS; Desobstrucao de tubulacao;www.limpcano.com.br;BRASIL;BAHIA;Salvador;Rua Guary, 18;S/N;Daniel Lisboa;;40283-790;(71) 3356-4555 ;  ;; ;limpcano@limpcano.com.br; ; ;;;;; 16390536000109 ;
A M Cairo Santana & Cia Ltda;;;ELETRICIDADE E GÁS; Artesanato;;BRASIL;BAHIA;Itubera;Rua Santo Andre, 66;S/N;Pina;;45435-000;(73) 98135-7434 ;  ;; ;metalurgicabetel01@hotmail.com; ; ;;;;; 12925523000128 ;
A M Empreendimentos e Servicos Eireli - EPP;;;ELETRICIDADE E GÁS; Coleta de lixo urbano;;BRASIL;BAHIA;Capim Grosso;Rua 15 de Novembro, S/N;S/N;Centro;;44695-000;(75) 99148-9929 ; (74) 99113-7575 ;; ;amempreendimentoseservicos@gmail.com; ; ;;;;; 12874063000156 ;
A M F Barroca Moveis - ME;;;ELETRICIDADE E GÁS; Moveis planejados;;BRASIL;BAHIA;Feira de Santana;Rua Flamengo, 470;S/N;Gabriela III;;44028-183;(75) 98842-0345 ;  ;; ;amf01@hotmail.com; ; ;;;;; 06221171000127 ;
A M R de Araujo de Conceicao do Coite;;;ELETRICIDADE E GÁS; Amendoim;;BRASIL;BAHIA;Conceicao do Coite;Est Conceicao do Coite ao Pov de Santa Rosa, S/N;S/N;Zona Rural;;48730-000;(75) 3262-1050 ;  ;; ;amrdearaujo@gmail.com; ; ;;;;; 07393983000112 ;
A N Engenharia Eireli - EPP;;;ELETRICIDADE E GÁS; Projeto, instalacao e montagem de sistema eletrico predial, comercial e industrial;www.araujonetto.com.br;BRASIL;BAHIA;Lauro de Freitas;Rua Dr Gerino de Souza Filho, 1815;S/N;Itinga;;42738-200;(71) 3029-9559 ; (71) 3029-9595 ;; ;rh@araujonetto.com.br; ; ;;;;; 05926201000138 ;
A P S Pallet Fort Ind e Com Varejista de Pallet Eireli;;;ELETRICIDADE E GÁS; Palete;;BRASIL;BAHIA;Camacari;Av Rene Montenegro de Almeida, S/N;S/N;Montenegro (Est da Cascalheira);;42800-970;(71) 3599-7510 ; (71) 99617-0156 ;; ;apspallet@hotmail.com; ; ;;;;; 13485119000143 ;
A Palmeira dos Santos Atelie;;;ELETRICIDADE E GÁS; Estamparia em camisa;;BRASIL;BAHIA;Salvador;Rua Nilo Pecanha, 20;S/N;Calcada;;40411-380;(71) 98636-0169 ;  ;; ;thompsonsolucoes@gmail.com; ; ;;;;; 17961577000162 ;
A Pinheiro Trindade Nascimento - ME;;;ELETRICIDADE E GÁS; Folder;;BRASIL;BAHIA;Una;Rua Sete de Setembro, 107;S/N;Centro;;45690-000;(73) 3236-2013 ;  ;; ;graficaregional1@gmail.com; ; ;;;;; 10299682000139 ;
A Preditiva Eletrica Ltda;;;ELETRICIDADE E GÁS; Manutencao de motor;;BRASIL;BAHIA;Feira de Santana;Av Dep Colbert Martins da Silva, 916;S/N;Tomba;;44091-002;(75) 3622-4548 ; (75) 98835-0862 ;; ;apreditiva@gmail.com; ; (75) 98800-6183;;;;; 63237937000103 ;
A R Abatedouro Ltda;;;ELETRICIDADE E GÁS;Lista de Insumos:;;BRASIL;BAHIA;Luis Eduardo Magalhaes;Rodovia BR-020 Km 203, S/N;S/N;Zona Rural;;47850-000;(77) 3628-2104 ;  ;; ;andresitiodosol@gmail.com; ; ;;;;; 22354605000113 ;
A R Ceramica Ltda;;;ELETRICIDADE E GÁS; Bloco ceramico 8 furos;;BRASIL;BAHIA;Riachao do Jacuipe;Fazenda Pedra, S/N;S/N;Barreiros;;44640-000;(75) 99814-7415 ; (75) 3269-1046 ;; ;ceramicaalisson@hotmail.com; ; ;;;;; 22416435000154 ;
A S de Jesus Reparos - EPP;;;ELETRICIDADE E GÁS; Manutencao de motor;;BRASIL;BAHIA;Cruz das Almas;Praca da Bandeira, 136;S/N;Centro;;44380-000;(75) 3621-6268 ;  ;; ;bomotec01@hotmail.com; ; ;;;;; 06137899000175 ;
A S S Metalurgica Ltda;;;ELETRICIDADE E GÁS; Janela;;BRASIL;BAHIA;Santo Antonio de Jesus;Rua A, 9982;S/N;Amparo;;44572-650;(75) 3631-3424 ;  ;; ;ferrobahia@hotmail.com; ; ;;;;; 19008643000100 ;
A S Vidracaria Ltda;;;ELETRICIDADE E GÁS; Vidro;www.usevidros.com.br;BRASIL;BAHIA;Brumado;Av Centenario, 270-A;S/N;Centro;;46100-000;(77) 3441-3435 ; (77) 99916-9020 ;; ;arlindo@usevidros.com.br; ; ;;;;; 96723119000161 ;
A Santana de Almeida Santos Comercio de Confeccoes;;;ELETRICIDADE E GÁS; Calca jeans;;BRASIL;BAHIA;Salvador;Av Tancredo Neves, 148;S/N;Caminho das Arvores;;41820-908;(71) 99115-8158 ;  ;; ;albertosantanaalmeida@gmail.com; ; ;;;;; 25228114000114 ;
A Soberana Marmores e Granitos Eireli;;;ELETRICIDADE E GÁS; Granito  Marmore;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 02439474000160 ;
A Vieira Ramos;;;ELETRICIDADE E GÁS; Biscoito;;BRASIL;BAHIA;Jequie;Rua Ulisses Coelho Lima, 704;S/N;Km 03;;45208-040;(73) 3526-0853  ; (73) 98854-9866 ;; ;biscoitosbahia@hotmail.com; ; ;;;;; 13019627000136 ;
A Z Industria e Comercio de Polpas de Frutas Ltda;;;ELETRICIDADE E GÁS; Polpa de fruta em tambor;;BRASIL;BAHIA;Gandu;Fazenda Bom Jardim, S/N;S/N;Zona Rural;;45450-000;(73) 99982-0059 ;  ;; ;bomfrutgandu@outlook.com; ; ;;;;; 05535038000182 ;
A&S Industria e Comercio de Moveis Eireli;;;ELETRICIDADE E GÁS; Armario de cozinha;;BRASIL;BAHIA;Salvador;Rua Juazeiro, 131-A;S/N;Caixa D'Agua;;40321-055;(71) 3386-4632 ;  ;; ;vendas@aesmoveis.com.br; ; ;;;;; 13635198000121 ;
A. A. dos Santos Refrigeracao - ME;;;ELETRICIDADE E GÁS; Instalacao e manutencao de refrigeracao industrial;;BRASIL;BAHIA;Conceicao da Feira;Rua Vila dos Coqueiros, 391;S/N;Centro;;44320-000;(75) 98173-4355 ;  ;; ;ademasfrius@bol.com.br; ; ;;;;; 12560433000180 ;
A. Alves Vieira;;;ELETRICIDADE E GÁS; Sebo;;BRASIL;BAHIA;Itamaraju;Rua Nilo Pecanha, 289;S/N;Liberdade;;45836-000;(73) 99941-0417 ;  ;; ;; ; ;;;;; 27341297000105 ;
A. C. Blocos Ltda;;;ELETRICIDADE E GÁS; Bloco;;BRASIL;BAHIA;Santo Amaro;Distrito Tanque da Senzala, S/N;S/N;Tanque da Senzala;;44200-000;(75) 99979-4961 ;  ;; ;ac_comercial@hotmail.com; ; ;;;;; 19044303000134 ;
A. C. da Silva Souza - ME;;;ELETRICIDADE E GÁS; Carroceria para veiculo e reparos;;BRASIL;BAHIA;Feira de Santana;Av Eduardo Froes da Mota, 440;S/N;Santa Monica;;44078-015;(75) 3625-1513 ;  ;; ;saocristovaocarroceria@hotmail.com; ; ;;;;; 08106607000162 ;
A. C. de Oliveira - ME;;;ELETRICIDADE E GÁS; Acessorio;;BRASIL;BAHIA;Riachao do Jacuipe;Trv Ana Paulina Mascarenhas, 43;S/N;Bela Vista;;44640-000;(75) 3264-3018  ; (75) 99114-3513 ;; ;stiluscapas@hotmail.com; ; ;;;;; 07838706000176 ;
