Nome da Empresa;Origem;Sub-Origem;Mercado;Produto;Site;País;Estado;Cidade;Logradouro;Numero;Bairro;Complemento;CEP;Telefone;Telefone 2;Observação;            Nome Contato;E-mail Contato;Cargo Contato;Tel. Contato;Tel. 2 Contato;LinkedIn Contato;Tipo do Serv. Comunicação;ID do Serv. Comunicação;CpfCnpj;Duplicado
3XT Construcoes e Tecnologia Ltda;;;CONSTRUÇÃO; Reforma;;BRASIL;BAHIA;Lauro de Freitas;Rua Dr Gerino Souza Filho, 1735;S/N;Centro;;42700-000;(71) 3646-9405  ; (71) 3646-9400 ;; ;nivania_3xt@hotmail.com; ; ;;;;; 04209893000130 ;
4U Construcoes Ltda;;;CONSTRUÇÃO; Locacao de guindaste;;BRASIL;BAHIA;Salvador;Av Estados Unidos, 528;S/N;Comercio;;40010-020;(71) 3037-8537 ;  ;; ;juanlorenzousabiaga@quatrou.com.br; ; ;;;;; 19894985000174 ;
800-D Engenharia Eireli;;;CONSTRUÇÃO; Obras de engenharia Lista de Insumos:;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 02214613000157 ;
A & A Fabrica de Gelo Ltda;;;CONSTRUÇÃO; Gelo;www.geluscatu.com.br;BRASIL;BAHIA;Catu;Rua Rodolfo Goes, 275-B;S/N;Pioneiro;;48110-000;(71) 99966-6445 ;  ;; ;cassiogoes@geluscatu.com.br; ; ;;;;; 26253259000138 ;
A & E Supermercado Ltda;;;CONSTRUÇÃO; Biscoito;;BRASIL;BAHIA;Salvador;Estrada da Cachoeirinha, 1519-B;S/N;Cabula VI;;41181-057;(71) 3371-5443 ;  ;; ;raquelmixcabula@gmail.com; ; ;;;;; 23768927000171 ;
A & L Gesso Ltda;;;CONSTRUÇÃO; Moldura de gesso;;BRASIL;BAHIA;Itamaraju;Praca das Nacoes Unidas, 273-A;S/N;Centro;;45836-000;(73) 99824-6351 ; (73) 3294-3769 ;; ;asgesso@outlook.com; ; ;;;;; 21011047000120 ;
A & S Industria de Biscoitos Ltda;;;CONSTRUÇÃO; Biscoito (polvilho, folheado, tipo champagne);;BRASIL;BAHIA;Santo Antonio de Jesus;Av Antonio Carlos Magalhaes, 456-A;S/N;Sao Benedito;;44573-440;(75) 3631-3284 ;  ;; ;biscoitosoares@hotmail.com; ; ;;;;; 22192712000192 ;
A A & J Cunha Industria e Comercio de Materiais de Construcao Ltda;;;CONSTRUÇÃO; Argamassa;www.argamassavitoria.com.br;BRASIL;BAHIA;Vitoria da Conquista;Rua 01, Chacaras 7/8 Quadra AB, S/N;S/N;Vila Elisa;;45000-970;(77) 99964-6345  ; (77) 3420-8084 ;; ;argamassavitoria@hotmail.com; ; ;;;;; 04504763000120 ;
A A de Oliveira Serralheria - ME;;;CONSTRUÇÃO; Corrimao;;BRASIL;BAHIA;Santo Estevao;Rua Cezilio Pires Sao Bernardo, 72;S/N;Centro;;44190-000;(75) 98116-6583 ; (75) 99188-5994 ;; ;aadeoliveiraserralheria@gmail.com; ; (75) 99191-8385;;;;; 16586106000159 ;
A A L Comercial Metalurgica Ltda;;;CONSTRUÇÃO; Janela;;BRASIL;BAHIA;Mutuipe;Av do Cruzeiro, 1316;S/N;Centro;;45480-000;(75) 3635-1219 ;  ;; ;ferro-vale@hotmail.com; ; ;;;;; 04488112000194 ;
A A Mota Laticinios - EPP;;;CONSTRUÇÃO; Manteiga;;BRASIL;BAHIA;Feira de Santana;Rua Canguaretama, 55;S/N;Sitio Matias;;44091-334;(75) 3485-3099  ; (75) 3623-2929 ;; ;mota.laticinios@hotmail.com; ; ;;;;; 04082105000198 ;
A Alves Lima;;;CONSTRUÇÃO; Toldo;;BRASIL;BAHIA;Itabuna;Av Juca Leao, 330;S/N;Centro;;45600-162;(73) 3211-8180 ; (73) 98834-8008 ;; ;placasul@hotmail.com; ; (73) 98104-6763;;;;; 11014286000180 ;
A Bery Retifica de Motores Ltda;;;CONSTRUÇÃO; Retifica em geral;;BRASIL;BAHIA;Salvador;Rua California, 49-A;S/N;Paripe;;40810-030;(71) 3307-1240 ; (71) 98816-0980 ;; ;retificaparipe2010@hotmail.com; ; ;;;;; 14785020000120 ;
A Bezerra da Silva - ME;;;CONSTRUÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Feira de Santana;Av Artemia Pires Freitas, 100;S/N;SIM;;44085-370;(75) 3224-5835 ; (75) 3030-1023 ;; ;evolucao.granito@gmail.com; ; ;;;;; 18662195000109 ;
A Brasileira Industria Grafica, Serv e Representacao Ltda;;;CONSTRUÇÃO; Brinde  Carimbo;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 04958915000165 ;
A Brito dos Santos Filho - ME;;;CONSTRUÇÃO; Leite de coco;;BRASIL;BAHIA;Itabuna;Rua Itabuna, 520-B;S/N;Ferradas;;45613-204;(73) 3211-5384 ;  ;; ;chocolatejeanne@yahoo.com.br; ; ;;;;; 11962364000179 ;
A C Amazonas Eireli - EPP;;;CONSTRUÇÃO; Sabao liquido;www.natuclean.com.br;BRASIL;BAHIA;Feira de Santana;Rod BR-324 Km 102, S/N;S/N;CIS;;44096-486;(75) 3221-9033 ;  ;; ;adm.natuclean@gmail.com; ; ;;;;; 07981403000108 ;
A C de Lima Premoldados - ME;;;CONSTRUÇÃO; Manilha;;BRASIL;BAHIA;Juazeiro;Rua Jose Severo Lins, 271;S/N;Pedra do Lord;;48901-440;(74) 3611-8937 ; (74) 98812-8738 ;; ;acdelimapremoldados@gmail.com; ; ;;;;; 22584227000164 ;
A C Dias de Oliveira Granitos - ME;;;CONSTRUÇÃO; Pia;;BRASIL;BAHIA;Teixeira de Freitas;Rua Aluizio de Azevedo, 321;S/N;Jardim Liberdade;;45994-342;(73) 3013-7075 ; (73) 99914-0026 ;; ;ouroverdegranitos@gmail.com; ; (73) 99901-6855;;;;; 19364849000172 ;
A C L Silva Santana - ME;;;CONSTRUÇÃO; Camiseta personalizada;;BRASIL;BAHIA;Jequie;Rua Bertino Passos, 74;S/N;Centro;;45202-340;(73) 3525-7208 ;  ;; ;anavieira7@hotmail.com; ; ;;;;; 02859152000170 ;
A C S Guimares Eireli - EPP;;;CONSTRUÇÃO; Moda intima;;BRASIL;BAHIA;Vitoria da Conquista;Rua Oscar Freire, 41;S/N;Centro;;45000-880;(77) 2101-6105 ; (77) 98831-1009 ;; ;mariadapaz.lsa@gmail.com; ; ;;;;; 23661396000113 ;
A Carvalho da Silva Marcenaria - ME;;;CONSTRUÇÃO; Movel empresarial, industrial e residencial;;BRASIL;BAHIA;Itaberaba;Rua Lauro Farane de Freitas, 405;S/N;Paroquial;;46880-000;(75) 99253-3997 ;  ;; ;ad.carvalho@yahoo.com.br; ; ;;;;; 10661506000103 ;
A Catavento Comunicacao Visual Ltda;;;CONSTRUÇÃO; Toten;;BRASIL;BAHIA;Salvador;Rua Arnaldo Lopes da Silva, 66;S/N;Stiep;;41770-035;(71) 3347-7171 ;  ;; ;catavento@cataventoba.com.br; ; ;;;;; 05923766000161 ;
A de J Santos Seg Eletronica;;;CONSTRUÇÃO; Instalacao e manutencao de sistema de seguranca eletronica;;BRASIL;BAHIA;Feira de Santana;Rua Carlos Alberto, 465;S/N;Cidade Nova;;44053-274;(75) 99204-6690 ;  ;; ;saassistenciatecnica@yahoo.com.br; ; ;;;;; 18769161000100 ;
A F S Construcoes e Empreendimentos Eireli;;;CONSTRUÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Feira de Santana;Rua Padre Henrique Borges da Silva, 26;S/N;Muchila;;44076-340;(75) 3021-1549 ; (75) 99178-0000 ;; ;construtoraafs@gmail.com; ; ;;;;; 14803837000183 ;
A Fabrica de Lajes - Ferragens Prontas e Materiais de Construcao Ltda;;;CONSTRUÇÃO; Laje com bloco de isopor;;BRASIL;BAHIA;Salvador;Rua Dep Herculano Menezes, 8170-A;S/N;Cajazeiras VIII;;41338-800;(71) 3291-9456 ;  ;; ;afabricadelajes@hotmail.com; ; ;;;;; 07759377000178 ;
A G B Extintores e Engenharia Ltda;;;CONSTRUÇÃO; Instalacao e manutencao em extintores;;BRASIL;BAHIA;Teixeira de Freitas;Rua Paraiba, 53;S/N;Sao Lourenco;;45992-009;(73) 2011-0767 ; (73) 99995-1824 ;; ;agbextintores@gmail.com; ; ;;;;; 17829146000147 ;
A Goncalves dos Santos;;;CONSTRUÇÃO; Bloco;;BRASIL;BAHIA;Santa Terezinha;Rua da Baixa, 1277;S/N;Serra Grande;;44590-000;(75) 99889-7380 ; (75) 99850-7457 ;; ;ag.premoldados1@gmail.com; ; ;;;;; 11197436000139 ;
A Grafica da Feira Ltda;;;CONSTRUÇÃO; Caixa  Cartaz;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 14418917000115 ;
A H Manutencao e Servicos Eireli ;;;CONSTRUÇÃO; Reforma civil;www.engeservice.webnode.com;BRASIL;BAHIA;Ilheus;Caminho 5, 19;S/N;Hernani Sa;;45656-542;(73) 3632-8124 ;  ;; ;engeserviceilheus@gmail.com; ; ;;;;; 29332199000137 ;
A J da Silva - ME;;;CONSTRUÇÃO; Grade;;BRASIL;BAHIA;Ibirapitanga;Rua Sao Luiz de Cima, S/N;S/N;Camamuzinho;;45500-000;(73) 98807-2574 ; (73) 98124-6103 ;; ;consergecontabilidade@hotmail.com; ; ;;;;; 17550478000198 ;
A J Ideal Manutencao Ltda;;;CONSTRUÇÃO; Manutencao em equipamento hidraulico, pneumatico, mecanico e eletrico;;BRASIL;BAHIA;Camacari;Av Jorge Amado, 34;S/N;Ponto Certo;;42801-170;(71) 3627-3654 ; (71) 98331-6317 ;; ;comercial@manutencaoideal.com.br; ; ;;;;; 22262746000106 ;
A J Marmoraria Eireli;;;CONSTRUÇÃO; Pia;;BRASIL;BAHIA;Mucuri;Av Brasil, 348;S/N;Cidade Nova;;45930-000;(73) 3605-3152  ; (73) 99992-4061 ;; ;contatos@pedrabonitamarmoraria.com.br; ; ;;;;; 04102891000148 ;
A J Schwanz Engenharia Ltda;;;CONSTRUÇÃO; Construcao civil;;BRASIL;BAHIA;Eunapolis;Rua D Pedro II, 371;S/N;Centro;;45825-000;(73) 3281-2548  ;  ;; ;arteengenharia@yahoo.com.br; ; ;;;;; 42081695000123 ;
A J Silva Fabricacao de Cosmeticos Ltda;;;CONSTRUÇÃO; Reparador de pontas;;BRASIL;BAHIA;Itabuna;Rod Ilheus/Itabuna BR 415 Km 24, S/N;S/N;Parque Verde;;45604-795;(73) 3212-4930 ;  ;; ;ajsilvacosmeticos@hotmail.com; ; ;;;;; 10547772000100 ;
A L Delicatessen Ltda;;;CONSTRUÇÃO; Caldo  Doce;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 14774479000128 ;
A L Lima Madeiras;;;CONSTRUÇÃO; Barrote;;BRASIL;BAHIA;Alagoinhas;Rodovia BR-101, S/N;S/N;Zona Rural;;48010-970;(75) 99986-6504 ;  ;; ;compradireta@live.com; ; ;;;;; 28676657000192 ;
A M Cairo Santana & Cia Ltda;;;CONSTRUÇÃO; Artesanato;;BRASIL;BAHIA;Itubera;Rua Santo Andre, 66;S/N;Pina;;45435-000;(73) 98135-7434 ;  ;; ;metalurgicabetel01@hotmail.com; ; ;;;;; 12925523000128 ;
A M F Barroca Moveis - ME;;;CONSTRUÇÃO; Moveis planejados;;BRASIL;BAHIA;Feira de Santana;Rua Flamengo, 470;S/N;Gabriela III;;44028-183;(75) 98842-0345 ;  ;; ;amf01@hotmail.com; ; ;;;;; 06221171000127 ;
A M R de Araujo de Conceicao do Coite;;;CONSTRUÇÃO; Amendoim;;BRASIL;BAHIA;Conceicao do Coite;Est Conceicao do Coite ao Pov de Santa Rosa, S/N;S/N;Zona Rural;;48730-000;(75) 3262-1050 ;  ;; ;amrdearaujo@gmail.com; ; ;;;;; 07393983000112 ;
A N Engenharia Eireli - EPP;;;CONSTRUÇÃO; Projeto, instalacao e montagem de sistema eletrico predial, comercial e industrial;www.araujonetto.com.br;BRASIL;BAHIA;Lauro de Freitas;Rua Dr Gerino de Souza Filho, 1815;S/N;Itinga;;42738-200;(71) 3029-9559 ; (71) 3029-9595 ;; ;rh@araujonetto.com.br; ; ;;;;; 05926201000138 ;
A P S Pallet Fort Ind e Com Varejista de Pallet Eireli;;;CONSTRUÇÃO; Palete;;BRASIL;BAHIA;Camacari;Av Rene Montenegro de Almeida, S/N;S/N;Montenegro (Est da Cascalheira);;42800-970;(71) 3599-7510 ; (71) 99617-0156 ;; ;apspallet@hotmail.com; ; ;;;;; 13485119000143 ;
A Palmeira dos Santos Atelie;;;CONSTRUÇÃO; Estamparia em camisa;;BRASIL;BAHIA;Salvador;Rua Nilo Pecanha, 20;S/N;Calcada;;40411-380;(71) 98636-0169 ;  ;; ;thompsonsolucoes@gmail.com; ; ;;;;; 17961577000162 ;
A Pinheiro Trindade Nascimento - ME;;;CONSTRUÇÃO; Folder;;BRASIL;BAHIA;Una;Rua Sete de Setembro, 107;S/N;Centro;;45690-000;(73) 3236-2013 ;  ;; ;graficaregional1@gmail.com; ; ;;;;; 10299682000139 ;
A Preditiva Eletrica Ltda;;;CONSTRUÇÃO; Manutencao de motor;;BRASIL;BAHIA;Feira de Santana;Av Dep Colbert Martins da Silva, 916;S/N;Tomba;;44091-002;(75) 3622-4548 ; (75) 98835-0862 ;; ;apreditiva@gmail.com; ; (75) 98800-6183;;;;; 63237937000103 ;
A R Abatedouro Ltda;;;CONSTRUÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Luis Eduardo Magalhaes;Rodovia BR-020 Km 203, S/N;S/N;Zona Rural;;47850-000;(77) 3628-2104 ;  ;; ;andresitiodosol@gmail.com; ; ;;;;; 22354605000113 ;
A R Ceramica Ltda;;;CONSTRUÇÃO; Bloco ceramico 8 furos;;BRASIL;BAHIA;Riachao do Jacuipe;Fazenda Pedra, S/N;S/N;Barreiros;;44640-000;(75) 99814-7415 ; (75) 3269-1046 ;; ;ceramicaalisson@hotmail.com; ; ;;;;; 22416435000154 ;
A S de Jesus Reparos - EPP;;;CONSTRUÇÃO; Manutencao de motor;;BRASIL;BAHIA;Cruz das Almas;Praca da Bandeira, 136;S/N;Centro;;44380-000;(75) 3621-6268 ;  ;; ;bomotec01@hotmail.com; ; ;;;;; 06137899000175 ;
A S Figueredo;;;CONSTRUÇÃO; Instalacao de sistema de energia solar;;BRASIL;BAHIA;Irece;Av Tertuliano Cambui, 396;S/N;Centro;;44900-000;(74) 99911-8672 ;  ;; ;contato@projet.eng.br; ; ;;;;; 26296394000160 ;
A S S Metalurgica Ltda;;;CONSTRUÇÃO; Janela;;BRASIL;BAHIA;Santo Antonio de Jesus;Rua A, 9982;S/N;Amparo;;44572-650;(75) 3631-3424 ;  ;; ;ferrobahia@hotmail.com; ; ;;;;; 19008643000100 ;
A S Vidracaria Ltda;;;CONSTRUÇÃO; Vidro;www.usevidros.com.br;BRASIL;BAHIA;Brumado;Av Centenario, 270-A;S/N;Centro;;46100-000;(77) 3441-3435 ; (77) 99916-9020 ;; ;arlindo@usevidros.com.br; ; ;;;;; 96723119000161 ;
A Santana de Almeida Santos Comercio de Confeccoes;;;CONSTRUÇÃO; Calca jeans;;BRASIL;BAHIA;Salvador;Av Tancredo Neves, 148;S/N;Caminho das Arvores;;41820-908;(71) 99115-8158 ;  ;; ;albertosantanaalmeida@gmail.com; ; ;;;;; 25228114000114 ;
A Soberana Marmores e Granitos Eireli;;;CONSTRUÇÃO; Granito  Marmore;Site:;BRASIL;BAHIA;Município:;Logradouro:;S/N;Bairro:;;CEP:;Email:;;; ;Email:; ;;;;;; 02439474000160 ;
A Vieira Ramos;;;CONSTRUÇÃO; Biscoito;;BRASIL;BAHIA;Jequie;Rua Ulisses Coelho Lima, 704;S/N;Km 03;;45208-040;(73) 3526-0853  ; (73) 98854-9866 ;; ;biscoitosbahia@hotmail.com; ; ;;;;; 13019627000136 ;
A Z Industria e Comercio de Polpas de Frutas Ltda;;;CONSTRUÇÃO; Polpa de fruta em tambor;;BRASIL;BAHIA;Gandu;Fazenda Bom Jardim, S/N;S/N;Zona Rural;;45450-000;(73) 99982-0059 ;  ;; ;bomfrutgandu@outlook.com; ; ;;;;; 05535038000182 ;
A&F Automacao Eletro Mecanica Comercio e Servicos Ltda;;;CONSTRUÇÃO; Manutencao e instalacao de geradores, bombas, quadro de comando eletrico;;BRASIL;BAHIA;Salvador;Rua Nova Republica, 52;S/N;Santa Cruz;;41925-195;(71) 3375-6211 ; (71) 98894-7139 ;; ;a.f-manutencao@hotmail.com; ; (71) 99120-1651;;;;; 13623496000100 ;
A&G Construcoes em Mar e Terra Ltda;;;CONSTRUÇÃO; Areia;www.aegconstrucoes.com.br;BRASIL;BAHIA;Salvador;Av Olindina, 224-E;S/N;Paripe;;40800-410;(71) 4103-0820 ; (71) 99187-1700 ;; ;aegconstrucoes@gmail.com; ; (71) 99231-8884;;;;; 07654110000116 ;
A&S Industria e Comercio de Moveis Eireli;;;CONSTRUÇÃO; Armario de cozinha;;BRASIL;BAHIA;Salvador;Rua Juazeiro, 131-A;S/N;Caixa D'Agua;;40321-055;(71) 3386-4632 ;  ;; ;vendas@aesmoveis.com.br; ; ;;;;; 13635198000121 ;
A. A. dos Santos Refrigeracao - ME;;;CONSTRUÇÃO; Instalacao e manutencao de refrigeracao industrial;;BRASIL;BAHIA;Conceicao da Feira;Rua Vila dos Coqueiros, 391;S/N;Centro;;44320-000;(75) 98173-4355 ;  ;; ;ademasfrius@bol.com.br; ; ;;;;; 12560433000180 ;
A. Alves Vieira;;;CONSTRUÇÃO; Sebo;;BRASIL;BAHIA;Itamaraju;Rua Nilo Pecanha, 289;S/N;Liberdade;;45836-000;(73) 99941-0417 ;  ;; ;; ; ;;;;; 27341297000105 ;
A. C. Blocos Ltda;;;CONSTRUÇÃO; Bloco;;BRASIL;BAHIA;Santo Amaro;Distrito Tanque da Senzala, S/N;S/N;Tanque da Senzala;;44200-000;(75) 99979-4961 ;  ;; ;ac_comercial@hotmail.com; ; ;;;;; 19044303000134 ;
A. C. da Silva Souza - ME;;;CONSTRUÇÃO; Carroceria para veiculo e reparos;;BRASIL;BAHIA;Feira de Santana;Av Eduardo Froes da Mota, 440;S/N;Santa Monica;;44078-015;(75) 3625-1513 ;  ;; ;saocristovaocarroceria@hotmail.com; ; ;;;;; 08106607000162 ;
A. C. de Oliveira - ME;;;CONSTRUÇÃO; Acessorio;;BRASIL;BAHIA;Riachao do Jacuipe;Trv Ana Paulina Mascarenhas, 43;S/N;Bela Vista;;44640-000;(75) 3264-3018  ; (75) 99114-3513 ;; ;stiluscapas@hotmail.com; ; ;;;;; 07838706000176 ;
A. C. de Sousa - Industria;;;CONSTRUÇÃO; Cama popular;;BRASIL;BAHIA;Capim Grosso;Rua Joao Figueiredo, 159;S/N;Jardim Araujo;;44695-000;44695-000;;; ;adisbalfaturamento.xml@gmail.com; ;;;;;; 96852843000195 ;
A. C. F. Ribeiro - ME;;;CONSTRUÇÃO; Iogurte;;BRASIL;BAHIA;Cansancao;Rua Heron Dias de Andrade, 08;S/N;Centro;;48840-000;(73) 3274-1245 ; (75) 99117-5906 ;; ;iogurtemania@uol.com.br; ; ;;;;; 21940312000155 ;
A. C. Pereira dos Santos;;;CONSTRUÇÃO; Construcao civil;;BRASIL;BAHIA;Paulo Afonso;Rua Sao Francisco, 135;S/N;Rodoviarios;;48609-504;(75) 99262-9840 ;  ;; ;aleciobalaga@hotmail.com; ; ;;;;; 24678874000160 ;
A. dos S. Dias Panificadora - ME;;;CONSTRUÇÃO; Bolo;;BRASIL;BAHIA;Feira de Santana;Rua Jacobina, 122;S/N;Jardim Cruzeiro;;44024-212;(75) 3023-0108 ; (75) 98109-6589 ;; ;fafa_rios@hotmail.com; ; ;;;;; 05531400000147 ;
A. F. Mamona & Cia Ltda;;;CONSTRUÇÃO; Vestido;;BRASIL;BAHIA;Feira de Santana;Rua Suecia, 234;S/N;Ponto Central;;44075-336;(75) 3622-4633 ;  ;; ;mamona.industria@yahoo.com.br; ; ;;;;; 08821127000183 ;
A. H. Moraes Soares Construcoes Eireli;;;CONSTRUÇÃO; Construcao civil;;BRASIL;BAHIA;Xique-Xique;Rua Custodio de Moraes, 76;S/N;Centro;;47400-000;(74) 3661-2472 ; (74) 99950-8439 ;; ;ahmsoares@ig.com.br; ; ;;;;; 14991871000129 ;
A. L. Pocos, Comercio, Transporte e Servicos Ltda;;;CONSTRUÇÃO; Perfuracao e construcao de pocos de agua;;BRASIL;BAHIA;Lapao;Av Paulista, 59;S/N;Centro ;;44905-000;(74) 99967-0098 ;  ;; ;augustoleao@hotmail.com; ; ;;;;; 11405329000159 ;
A. Lima Rodrigues & Cia Ltda;;;CONSTRUÇÃO; Placa para fachada;;BRASIL;BAHIA;Eunapolis;Av Ruy Barbosa, 520;S/N;Centro;;45820-281;(73) 3281-6535 ;  ;; ;maxima@maximacomvoce.com.br; ; ;;;;; 20768294000103 ;
A. M. A. do Nascimento Industria, Comercio e Servicos;;;CONSTRUÇÃO;Lista de Insumos:;;BRASIL;BAHIA;Feira de Santana;Rua L (Feira X), S/N;S/N;Muchila;;44006-000;(75) 99155-7010 ; (75) 98183-6792 ;; ;marcoscamisetas@hotmail.com; ; ;;;;; 14567149000161 ;
A. P. de Araujo - ME;;;CONSTRUÇÃO; Fachada;;BRASIL;BAHIA;Camacari;Rua Sao Lazaro, 133;S/N;Camacari de Dentro;;42806-050;(71) 3621-0793 ;  ;; ;pintletra14@gmail.com; ; ;;;;; 03863993000113 ;
A. R. de Almeida Comercio de Gesso;;;CONSTRUÇÃO; Placa de gesso;;BRASIL;BAHIA;Porto Seguro;Rua Conde, 9999;S/N;Rio dos Mangues;;45810-000;(73) 98831-7530 ; (73) 99107-0072 ;; ;gsgessoseguro@hotmail.com; ; (73) 98819-5025;;;;; 10244033000130 ;
A. R. Protese Dentaria Ltda;;;CONSTRUÇÃO; Gesso;;BRASIL;BAHIA;Feira de Santana;Rua Conselheiro Franco, 200;S/N;Centro;;44002-128;(75) 3223-7767 ;  ;; ;robenilsonprotese@hotmail.com; ; ;;;;; 13148983000150 ;
A. R. S. da Silva Artigos do Vestuario - EPP;;;CONSTRUÇÃO; Moda feminina;;BRASIL;BAHIA;Feira de Santana;Caminho 6 (Cj Feira IX), Rua C, 14;S/N;Calumbi;;44009-104;(75) 3226-5631 ;  ;; ;brumon_fabrica@hotmail.com; ; ;;;;; 00722307000368 ;
A. R. Servicos Graficos e Comercio Ltda;;;CONSTRUÇÃO; Adesivo;;BRASIL;BAHIA;Ipira;Rua Eduardo Reis, 36;S/N;Centro;;44600-000;(75) 99146-4108 ;  ;; ;rep.ar@hotmail.com; ; ;;;;; 07755096000147 ;
